,설치기관명,설치기관주소,구별설치기관주소,월요일,화요일,수요일,목요일,금요일,토요일,일요일,공휴일
112,관악가족행복센터 (3층 EV 앞),"서울특별시 관악구 남부순환로 1491, 관악가족행복센터 (신림동)",관악구 ,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~17:00,,
113,관악가족행복센터 (5층EV 앞),"서울특별시 관악구 남부순환로 1491, 관악가족행복센터 (신림동)",관악구 ,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~17:00,,
114,관악경찰서 난우파출소 (순찰차 72호 안),"서울특별시 관악구 난곡로 64, 난우파출소 (신림동)",관악구 ,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00
115,관악경찰서 난우파출소 (파출소내),"서울특별시 관악구 난곡로 64, 난우파출소 (신림동)",관악구 ,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00
116,관악경찰서관악산지구대 (지구대 1층 사무실),"서울특별시 관악구 신림로 178, 관악산지구대 (신림동)",관악구 ,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00
117,관악경찰서구암지구대 (구암지구대 현관 옆),"서울특별시 관악구 은천로 93(봉천동, 벽산블루밍아파트)",관악구 ,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00
118,관악구민운동장 (화장실 벽면),"서울특별시 관악구 낙성대로 40, 구민운동장 (봉천동)",관악구 ,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00
119,관악구민종합체육센터 (1층 로비 벽면),"서울특별시 관악구 낙성대로3길 37, 관악구민종합체육센터 (봉천동)",관악구 ,06:00~22:00,06:00~22:00,06:00~22:00,06:00~22:00,06:00~22:00,06:00~22:00,234506:00~22:00,
120,관악구보건소 (1층 로비),"서울특별시 관악구 관악로 145, 관악구보건소 (봉천동)",관악구 ,07:30~20:00,07:30~20:00,07:30~20:00,07:30~20:00,07:30~20:00,09:00~18:00,09:00~18:00,09:00~18:00
121,관악구보건소 (특수구급차 8720 내부),"서울특별시 관악구 관악로 145, 관악구청 (봉천동)",관악구 ,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,,,
122,관악구보건소 (특수구급차(78누7603)),"서울특별시 관악구 관악로 145, 관악구보건소 (봉천동)",관악구 ,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,,,
123,관악구보건소 (2층 복도),"서울특별시 관악구 관악로 145, 관악구보건소 (봉천동)",관악구 ,07:30~20:00,07:30~20:00,07:30~20:00,07:30~20:00,07:30~20:00,09:00~18:00,09:00~18:00,09:00~18:00
124,관악구장애인종합복지관 (6층 소화전 위),서울특별시 관악구 남부순환로 1914,관악구 ,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,,,
125,관악구장애인종합복지관 (9층 엘리베이터 옆),서울특별시 관악구 남부순환로 1914,관악구 ,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,,,
126,관악구장애인종합복지관 (2층 소화전 위),서울특별시 관악구 남부순환로 1914,관악구 ,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,,,
127,관악구청 (1층 상황실 앞),"서울특별시 관악구 관악로 145, 관악구청 (봉천동)",관악구 ,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,,,
128,관악구청(도시재생과) (1층 출입구 옆),"서울특별시 관악구 국회단지길 14, 참사랑교회 (봉천동)",관악구 ,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,
129,관악구청(도시재생과) (1층 출입구 옆 벽면),"서울특별시 관악구 국회단지4길 23-7(봉천동, 롯데맨션)",관악구 ,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00
130,관악구청(도시재생과) (회의실),"서울특별시 관악구 난곡로 172, 난곡난향도시재생현장지원센터 2층 (신림동)",관악구 ,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,,,
131,관악구청(도시재생과) (어울림 2 사무실 안),"서울특별시 관악구 난곡로24길 33, 어울림 2 (신림동)",관악구 ,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,,,
132,관악구청(도시재생과) (출입구 옆 벽면),"서울특별시 관악구 국회단지2길 19, 주님의교회 (봉천동)",관악구 ,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,
133,관악구청(도시재생과) (출입구 옆 벽면),"서울특별시 관악구 국회단지6길 30(봉천동, 은천빌라)",관악구 ,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00
134,관악구청(도시재생과) (천주교난곡성당 본당 1층 로비),"서울특별시 관악구 난곡로26길 43, 천주교난곡동성당 (신림동)",관악구 ,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,
135,관악구청(도시재생과) (난곡치안센터 출입구 옆),"서울특별시 관악구 난곡로 180-1, 난곡치안센터 (신림동)",관악구 ,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,,,
136,관악구청(도시재생과) (잇는 서점 출입구 옆),"서울특별시 관악구 난곡로26길 57, 잇는서점 (신림동)",관악구 ,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,,,
137,관악구청(도시재생과) (월드마트 매장안),"서울특별시 관악구 난곡로26길 4, 월드마트 (신림동)",관악구 ,10:00~20:00,10:00~20:00,10:00~20:00,10:00~20:00,10:00~20:00,10:00~20:00,10:00~20:00,
138,관악구청(도시재생과) (이마트24 난곡점 매장안),"서울특별시 관악구 난곡로24나길 2, 이마트 24 난곡점 (신림동)",관악구 ,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00
139,관악구청(도시재생과) (1층 출입구 옆 벽면),"서울특별시 관악구 국회단지4길 23-7(봉천동, 롯데맨션)",관악구 ,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00
140,관악구청(도시재생과) (회의실),"서울특별시 관악구 난곡로 172, 난곡난향도시재생현장지원센터 2층 (신림동)",관악구 ,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,,,
141,관악구청(도시재생과) (어울림 2 사무실 안),"서울특별시 관악구 난곡로24길 33, 어울림 2 (신림동)",관악구 ,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,,,
142,관악구청(도시재생과) (출입구 옆 벽면),"서울특별시 관악구 국회단지2길 19, 주님의교회 (봉천동)",관악구 ,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,
143,관악구청(도시재생과) (출입구 옆 벽면),"서울특별시 관악구 국회단지6길 30(봉천동, 은천빌라)",관악구 ,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00
144,관악구청(도시재생과) (천주교난곡성당 본당 1층 로비),"서울특별시 관악구 난곡로26길 43, 천주교난곡동성당 (신림동)",관악구 ,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,
145,관악구청(도시재생과) (난곡치안센터 출입구 옆),"서울특별시 관악구 난곡로 180-1, 난곡치안센터 (신림동)",관악구 ,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,,,
146,관악구청(도시재생과) (잇는 서점 출입구 옆),"서울특별시 관악구 난곡로26길 57, 잇는서점 (신림동)",관악구 ,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,,,
147,관악구청(도시재생과) (월드마트 매장안),"서울특별시 관악구 난곡로26길 4, 월드마트 (신림동)",관악구 ,10:00~20:00,10:00~20:00,10:00~20:00,10:00~20:00,10:00~20:00,10:00~20:00,10:00~20:00,
148,관악구청(도시재생과) (이마트24 난곡점 매장안),"서울특별시 관악구 난곡로24나길 2, 이마트 24 난곡점 (신림동)",관악구 ,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00
149,관악구청(도시재생과) (1층 출입구 옆 벽면),"서울특별시 관악구 국회단지4길 23-7(봉천동, 롯데맨션)",관악구 ,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00
150,관악구청(도시재생과) (잇는 서점 출입구 옆),"서울특별시 관악구 난곡로26길 57, 잇는서점 (신림동)",관악구 ,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,,,
151,관악구청(도시재생과) (월드마트 매장안),"서울특별시 관악구 난곡로26길 4, 월드마트 (신림동)",관악구 ,10:00~20:00,10:00~20:00,10:00~20:00,10:00~20:00,10:00~20:00,10:00~20:00,10:00~20:00,
152,관악구청(도시재생과) (이마트24 난곡점 매장안),"서울특별시 관악구 난곡로24나길 2, 이마트 24 난곡점 (신림동)",관악구 ,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00
153,관악구청(도시재생과) (1층 출입구 옆 벽면),"서울특별시 관악구 국회단지4길 23-7(봉천동, 롯데맨션)",관악구 ,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00
154,관악노인종합사회복지관 (3층 벽면),"서울특별시 관악구 보라매로 35, 관악노인종합복지관 (봉천동)",관악구 ,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00
155,관악문화재단 (도서관 2층 출입구 옆),"서울특별시 관악구 신림로3길 35, 관악문화관도서관 (신림동)",관악구 ,,07:00~22:00,07:00~22:00,07:00~22:00,07:00~22:00,07:00~22:00,07:00~22:00,
156,관악벽산2단지아파트관리사무소 (관리동복도),"서울특별시 금천구 금하로 793(시흥동, 벽산아파트)",금천구 ,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00
157,"관악산휴먼시아1,2단지아파트 (1단지 정문경비초소)","서울특별시 관악구 난곡로 30(신림동, 관악산휴먼시아아파트)",관악구 ,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00
158,"관악산휴먼시아1,2단지아파트 (2단지 제1경비초소)","서울특별시 관악구 난곡로 30(신림동, 관악산휴먼시아아파트)",관악구 ,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00
159,관악세무서 (1층 로비),"서울특별시 관악구 문성로 187, 관악세무서 (신림동)",관악구 ,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,,,
160,관악시니어클럽 (관악시니어클럽1층),서울특별시 관악구 남부순환로247다길 60,관악구 ,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,,,
161,관악우방아파트관리사무소 (관리사무소 2층 복도),서울특별시 금천구 금하로 750(시흥동),금천구 ,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00
162,광진중학교 (본관 1층 중앙현관(행정실 출입문 외부의 좌측벽면)),서울특별시 광진구 뚝섬로64길 45 광진중학교 (자양동),광진구 ,08:00~17:00,08:00~17:00,08:00~17:00,08:00~17:00,08:00~17:00,08:00~17:00,00:00~24:00,08:00~17:00
163,교통센터 (경찰서 외부관서 교통센터 내 1층 사무실 책상 위),"서울특별시 중랑구 동일로 849, 중화파출소 (묵동)",중랑구 ,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00
164,구로노인종합복지관 (3층 대강당),"서울특별시 구로구 새말로16길 7, 시립구로노인종합복지관 (구로동)",구로구 ,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,00:00~24:00,00:00~24:00,00:00~24:00
165,구립김영삼도서관 (지하1층 로비),"서울특별시 동작구 매봉로 1, 김영삼대통령기념도서관 지하1층 (상도1동)",동작구 ,,09:00~22:00,09:00~22:00,09:00~22:00,09:00~22:00,09:00~17:00,09:00~17:00,
166,구립까망돌도서관 (3층 화장실 입구),"서울특별시 동작구 서달로 129, 동작구 까망돌도서관 3층 (흑석동)",동작구 ,,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~17:00,09:00~17:00,
167,구의현대2단지아파트 (202동 1층),"서울특별시 광진구 광나루로56길 32(구의동, 구의현대2단지아파트)",광진구 ,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00
168,구의현대2단지아파트 (208동 1층),"서울특별시 광진구 광나루로56길 32(구의동, 구의현대2단지아파트)",광진구 ,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00
169,구의현대2단지아파트 (203동 1층),"서울특별시 광진구 광나루로56길 32(구의동, 구의현대2단지아파트)",광진구 ,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00
170,구의현대2단지아파트 (209동 1층),"서울특별시 광진구 광나루로56길 32(구의동, 구의현대2단지아파트)",광진구 ,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00
171,구의현대2단지아파트 (212동 1층),"서울특별시 광진구 광나루로56길 32(구의동, 구의현대2단지아파트)",광진구 ,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00
172,구의현대2단지아파트 (210동 1층),"서울특별시 광진구 광나루로56길 32(구의동, 구의현대2단지아파트)",광진구 ,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00
173,구의현대2단지아파트 (201동 1층),"서울특별시 광진구 광나루로56길 32(구의동, 구의현대2단지아파트)",광진구 ,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00
174,구의현대2단지아파트 (206동 1층),"서울특별시 광진구 광나루로56길 32(구의동, 구의현대2단지아파트)",광진구 ,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00
175,구의현대2단지아파트 (213동 1층),"서울특별시 광진구 광나루로56길 32(구의동, 구의현대2단지아파트)",광진구 ,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00
176,구의현대2단지아파트 (214동 1층),"서울특별시 광진구 광나루로56길 32(구의동, 구의현대2단지아파트)",광진구 ,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00
177,구의현대2단지아파트 (205동 1층),"서울특별시 광진구 광나루로56길 32(구의동, 구의현대2단지아파트)",광진구 ,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00
178,구의현대2단지아파트 (208동 1층),"서울특별시 광진구 광나루로56길 32(구의동, 구의현대2단지아파트)",광진구 ,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00
179,구의현대2단지아파트 (203동 1층),"서울특별시 광진구 광나루로56길 32(구의동, 구의현대2단지아파트)",광진구 ,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00
180,구의현대2단지아파트 (208동 1층),"서울특별시 광진구 광나루로56길 32(구의동, 구의현대2단지아파트)",광진구 ,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00
181,구의현대2단지아파트 (203동 1층),"서울특별시 광진구 광나루로56길 32(구의동, 구의현대2단지아파트)",광진구 ,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00
182,국립정신건강센터 (11층 소화전 옆),"서울특별시 광진구 용마산로 127, 국립정신건강센터 (중곡동)",광진구 ,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00
183,국회사무처 (국회 제3어린이집 1층),서울특별시 영등포구 의사당대로 1,영등포구,07:30~22:00,07:30~22:00,07:30~22:00,07:30~22:00,07:30~22:00,,,
184,국회사무처 (본관 3층 본회의장),서울특별시 영등포구 의사당대로 1,영등포구,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00
185,국회사무처 (소통관 1층),"서울특별시 영등포구 의사당대로 1, 국회 (여의도동)",영등포구,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00
186,국회사무처 (국회의정관 1층),서울특별시 영등포구 의사당대로 1,영등포구,05:00~24:00,05:00~24:00,05:00~24:00,05:00~24:00,05:00~24:00,05:00~24:00,06:00~24:00,05:00~24:00
187,국회사무처 (국회도서관 1층 중앙홀),서울특별시 영등포구 의사당대로 1,영등포구,09:00~22:00,09:00~22:00,09:00~22:00,09:00~22:00,09:00~22:00,09:00~17:00,09:00~17:00,
188,국회사무처 (국회박물관),"서울특별시 영등포구 의사당대로 1, 국회 (여의도동)",영등포구,10:00~18:00,10:00~18:00,10:00~18:00,10:00~18:00,10:00~18:00,10:00~13:00,,
189,국회사무처 (국회 제2어린이집 1층),서울특별시 영등포구 의사당대로 1,영등포구,07:30~22:00,07:30~22:00,07:30~22:00,07:30~22:00,07:30~22:00,,,
190,국회사무처 (국회박물관),"서울특별시 영등포구 의사당대로 1, 국회 (여의도동)",영등포구,10:00~18:00,10:00~18:00,10:00~18:00,10:00~18:00,10:00~18:00,10:00~13:00,,
191,국회사무처 (국회 제2어린이집 1층),서울특별시 영등포구 의사당대로 1,영등포구,07:30~22:00,07:30~22:00,07:30~22:00,07:30~22:00,07:30~22:00,,,
192,굽은다리역 (지하1층 대합실),서울특별시 강동구 양재대로 지하 1572,강동구 ,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00
193,금천구박미보건지소 (동네방네 마을이음센터 2층 로비),"서울특별시 금천구 시흥대로12길 10-5, 남부도로사업소 청사 (시흥동)",금천구 ,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,,,
